Level1,Level2,Level3,Level4,Citations
2002-2005,10,Coarse sample complexity bounds for active learning,Convergence Rates of Active Learning for Maximum Likelihood Estimation,0
2002-2005,10,Coarse sample complexity bounds for active learning,Efficient and Parsimonious Agnostic Active Learning,0
2002-2005,10,Coarse sample complexity bounds for active learning,Active Learning from Weak and Strong Labelers,0.156
2002-2005,10,Coarse sample complexity bounds for active learning,Active Learning from Imperfect Labelers,0.082
2002-2005,10,Coarse sample complexity bounds for active learning,Search Improves Label for Active Learning,0.068
2005-2008,11,Coarse sample complexity bounds for active learning,Active learning for misspecified generalized linear models,0.097
2005-2008,11,Coarse sample complexity bounds for active learning,A general agnostic active learning algorithm,0.087
2005-2008,11,Coarse sample complexity bounds for active learning,Nearest-Neighbor-Based Active Learning for Rare Category Detection,0.213
2005-2008,11,Coarse sample complexity bounds for active learning,Sufficient Conditions for Agnostic Active Learnable,0.322
2005-2008,11,Coarse sample complexity bounds for active learning,Multi-View Active Learning in the Non-Realizable Case,0.37
2005-2008,11,Coarse sample complexity bounds for active learning,Agnostic Active Learning Without Constraints,0.055
2005-2008,11,Coarse sample complexity bounds for active learning,Near-Optimal Bayesian Active Learning with Noisy Observations,41.696
2005-2008,11,Coarse sample complexity bounds for active learning,Extensions of Generalized Binary Search to Group Identification and Exponential Costs,1.482
2005-2008,11,Coarse sample complexity bounds for active learning,Active Learning with a Drifting Distribution,0.304
2005-2008,11,Coarse sample complexity bounds for active learning,Active Learning Ranking from Pairwise Preferences with Almost Optimal Query Complexity,9.65
2005-2008,11,Coarse sample complexity bounds for active learning,Buy-in-Bulk Active Learning,0.309
2005-2008,11,Coarse sample complexity bounds for active learning,Statistical Active Learning Algorithms,0.251
2005-2008,11,Coarse sample complexity bounds for active learning,Beyond Disagreement-Based Agnostic Active Learning,33.605
2005-2008,11,Coarse sample complexity bounds for active learning,Convergence Rates of Active Learning for Maximum Likelihood Estimation,0.393
2005-2008,11,Coarse sample complexity bounds for active learning,Efficient and Parsimonious Agnostic Active Learning,46.692
2005-2008,11,Coarse sample complexity bounds for active learning,Active Learning from Weak and Strong Labelers,1.349
2005-2008,11,Coarse sample complexity bounds for active learning,Active Learning from Imperfect Labelers,76.108
2005-2008,11,Coarse sample complexity bounds for active learning,Search Improves Label for Active Learning,7.377
1990-1993,12,Fast Non-Linear Dimension Reduction,Nonlinear Image Interpolation using Manifold Learning,3.212
1993-1996,13,Fast Non-Linear Dimension Reduction,Nonlinear Image Interpolation using Manifold Learning,8.809
1987-1990,0,Winner-Take-All Networks of O(N) Complexity,A Neural Network Classifier for the I100 OCR Chip,0.465
2008-2011,1,The Maximal Causes of Natural Scenes are Edge Filters,Unsupervised learning models of primary cortical receptive fields and receptive field plasticity,0.356
1993-1996,2,Factorial Hidden Markov Models,Bayesian Map Learning in Dynamic Environments,50.33
1993-1996,2,Factorial Hidden Markov Models,Context as Filtering,3.307
1993-1996,2,Factorial Hidden Markov Models,Nonparametric Bayesian Models for Unsupervised Event Coreference Resolution,6.064
1993-1996,2,Factorial Hidden Markov Models,Selective Prediction of Financial Trends with Hidden Markov Models,0.078
1993-1996,2,Factorial Hidden Markov Models,SDP Relaxation with Randomized Rounding for Energy Disaggregation,0.951
2005-2008,3,Near-optimal Regret Bounds for Reinforcement Learning,Sample Complexity of Episodic Fixed-Horizon Reinforcement Learning,0.225
2008-2011,4,Near-optimal Regret Bounds for Reinforcement Learning,Sample Complexity of Episodic Fixed-Horizon Reinforcement Learning,0.162
2005-2008,5,Using matrices to model symbolic relationship,"Interaction Networks for Learning about Objects, Relations and Physics",0.904
2008-2011,6,Using matrices to model symbolic relationship,"Interaction Networks for Learning about Objects, Relations and Physics",2.598
1987-1990,7,Time Dependent Adaptive Neural Networks,Adjoint-Functions and Temporal Learning Algorithms in Neural Networks,0.78
1996-1999,8,Predictive Sequence Learning in Recurrent Neocortical Circuits,Citcuits for VLSI Implementation of Temporally Asymmetric Hebbian Learning,18.601
1999-2002,9,Predictive Sequence Learning in Recurrent Neocortical Circuits,Citcuits for VLSI Implementation of Temporally Asymmetric Hebbian Learning,3.32
2008-2011,10,Learning Bounds for Importance Weighting,Sample Complexity Bounds for Iterative Stochastic Policy Optimization,1.322
1996-1999,11,Model Selection for Support Vector Machines,Fast Graph Laplacian Regularized Kernel Learning via Semidefinite?Quadratic?Linear Programming,14.034
1999-2002,12,Model Selection for Support Vector Machines,Fast Graph Laplacian Regularized Kernel Learning via Semidefinite?Quadratic?Linear Programming,5.595
1996-1999,13,Recognizing Evoked Potentials in a Virtual Environment,Classifying Single Trial EEG: Towards Brain Computer Interfacing,6.818
1999-2002,0,Recognizing Evoked Potentials in a Virtual Environment,Classifying Single Trial EEG: Towards Brain Computer Interfacing,1.694
2011-2014,1,Accelerating Stochastic Gradient Descent using Predictive Variance Reduction,SGD Algorithms based on Incomplete U-statistics: Large-Scale Minimization of Empirical Risk,3.114
1993-1996,2,Computing with Infinite Networks,Mean Field Methods for Classification with Gaussian Processes,2.946
1993-1996,2,Computing with Infinite Networks,General Bounds on Bayes Errors for Regression with Gaussian Processes,12.416
1993-1996,2,Computing with Infinite Networks,Learning Curves for Gaussian Processes Regression: A Framework for Good Approximations,2.052
1993-1996,2,Computing with Infinite Networks,Computing with Finite and Infinite Networks,4.658
1996-1999,3,Computing with Infinite Networks,Mean Field Methods for Classification with Gaussian Processes,15.824
1996-1999,3,Computing with Infinite Networks,General Bounds on Bayes Errors for Regression with Gaussian Processes,0.928
1996-1999,3,Computing with Infinite Networks,Learning Curves for Gaussian Processes Regression: A Framework for Good Approximations,5.747
1996-1999,3,Computing with Infinite Networks,Computing with Finite and Infinite Networks,0.065
2002-2005,4,Information Bottleneck for Gaussian Variables,Receptive Fields without Spike-Triggering,19.494
2002-2005,5,Sparse Gaussian Processes using Pseudo-inputs,Understanding Probabilistic Sparse Gaussian Process Approximations,0.999
2005-2008,6,Sparse Gaussian Processes using Pseudo-inputs,Understanding Probabilistic Sparse Gaussian Process Approximations,0.136
2005-2008,7,Accelerated Variational Dirichlet Process Mixtures,Analysis of Brain States from Multi-Region LFP Time-Series,1.417
2011-2014,8,New Rules for Domain Independent Lifted MAP Inference,Fast Lifted MAP Inference via Partitioning,17.416
2014-2017,9,New Rules for Domain Independent Lifted MAP Inference,Fast Lifted MAP Inference via Partitioning,9.579
1993-1996,10,Active Learning with Statistical Models,Probabilistic Modeling for Face Orientation Discrimination: Learning from Labeled and Unlabeled Data,26.151
2008-2011,11,How Do Humans Teach: On Curriculum Learning and Teaching Dimension,Optimal Teaching for Limited-Capacity Human Learners,18.492
2011-2014,12,How Do Humans Teach: On Curriculum Learning and Teaching Dimension,Optimal Teaching for Limited-Capacity Human Learners,0.182
2011-2014,13,Learning Networks of Heterogeneous Influence,Learning Influence Functions from Incomplete Observations,3.267
1999-2002,0,Direct value-approximation for factored MDPs,Value-Directed Compression of POMDPs,0.083
1999-2002,0,Direct value-approximation for factored MDPs,Linear Program Approximations for Factored Continuous-State Markov Decision Processes,7.286
1999-2002,1,Automatic Alignment of Local Representations,Adaptive Manifold Learning,0.723
2002-2005,2,Automatic Alignment of Local Representations,Adaptive Manifold Learning,0.342
2005-2008,3,Neural characterization in partially observed populations of spiking neurons,Sequence learning with hidden units in spiking neural networks,1.492
2005-2008,3,Neural characterization in partially observed populations of spiking neurons,Inferring neural population dynamics from multiple partial recordings of the same neural circuit,0.251
2005-2008,3,Neural characterization in partially observed populations of spiking neurons,On the relations of LFPs & Neural Spike Trains,0.12
1999-2002,4,A kernel method for multi-labelled classification,Reverse Multi-Label Learning,3.621
1999-2002,4,A kernel method for multi-labelled classification,Transduction with Matrix Completion: Three Birds with One Stone,0.365
1999-2002,4,A kernel method for multi-labelled classification,Sparse Bayesian Multi-Task Learning,1.337
1999-2002,4,A kernel method for multi-labelled classification,Feature-aware Label Space Dimension Reduction for Multi-label Classification,0.472
1999-2002,5,Semi-supervised MarginBoost,Regularized Boost for Semi-Supervised Learning,0.144
2008-2011,6,Structured sparsity-inducing norms through submodular functions,Network Flow Algorithms for Structured Sparsity,0.582
2008-2011,6,Structured sparsity-inducing norms through submodular functions,Efficient Minimization of Decomposable Submodular Functions,0.098
2008-2011,6,Structured sparsity-inducing norms through submodular functions,Prismatic Algorithm for Discrete D.C. Programming Problem,0.378
2008-2011,6,Structured sparsity-inducing norms through submodular functions,Shaping Level Sets with Submodular Functions,0.301
2008-2011,6,Structured sparsity-inducing norms through submodular functions,A Convex Formulation for Learning Scale-Free Networks via Submodular Relaxation,0.48
2008-2011,6,Structured sparsity-inducing norms through submodular functions,Learning as MAP Inference in Discrete Graphical Models,0.051
2008-2011,6,Structured sparsity-inducing norms through submodular functions,On the Convergence Rate of Decomposable Submodular Function Minimization,1.543
2008-2011,6,Structured sparsity-inducing norms through submodular functions,From MAP to Marginals: Variational Inference in Bayesian Submodular Models,1.609
2008-2011,6,Structured sparsity-inducing norms through submodular functions,Partition-wise Linear Models,0.051
2008-2011,6,Structured sparsity-inducing norms through submodular functions,LASSO with Non-linear Measurements is Equivalent to One With Linear Measurements,0.51
2008-2011,6,Structured sparsity-inducing norms through submodular functions,Maximization of Approximately Submodular Functions,1.409
1996-1999,7,Exploiting Generative Models in Discriminative Classifiers,Speech Recognition using SVMs,1.097
2005-2008,8,Continuously-adaptive discretization for message-passing algorithms,Particle-based Variational Inference for Continuous Systems,0.135
